date,latitude,longitude,country,state_province,search_count,location,geo_code,search_term,year
2024-06-02,47.56151,-52.712577,Canada,Newfoundland and Labrador,47,St. John's,CA-NL,Fishing Boat,2024
2024-06-09,47.56151,-52.712577,Canada,Newfoundland and Labrador,45,St. John's,CA-NL,Fishing Boat,2024
2024-06-16,47.56151,-52.712577,Canada,Newfoundland and Labrador,46,St. John's,CA-NL,Fishing Boat,2024
2024-06-23,47.56151,-52.712577,Canada,Newfoundland and Labrador,51,St. John's,CA-NL,Fishing Boat,2024
2024-06-30,47.56151,-52.712577,Canada,Newfoundland and Labrador,58,St. John's,CA-NL,Fishing Boat,2024
2024-07-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,61,St. John's,CA-NL,Fishing Boat,2024
2024-07-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,78,St. John's,CA-NL,Fishing Boat,2024
2024-07-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,58,St. John's,CA-NL,Fishing Boat,2024
2024-07-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,53,St. John's,CA-NL,Fishing Boat,2024
2024-08-04,47.56151,-52.712577,Canada,Newfoundland and Labrador,56,St. John's,CA-NL,Fishing Boat,2024
2024-08-11,47.56151,-52.712577,Canada,Newfoundland and Labrador,44,St. John's,CA-NL,Fishing Boat,2024
2024-08-18,47.56151,-52.712577,Canada,Newfoundland and Labrador,46,St. John's,CA-NL,Fishing Boat,2024
2024-08-25,47.56151,-52.712577,Canada,Newfoundland and Labrador,43,St. John's,CA-NL,Fishing Boat,2024
2024-09-01,47.56151,-52.712577,Canada,Newfoundland and Labrador,40,St. John's,CA-NL,Fishing Boat,2024
2024-09-08,47.56151,-52.712577,Canada,Newfoundland and Labrador,32,St. John's,CA-NL,Fishing Boat,2024
2024-09-15,47.56151,-52.712577,Canada,Newfoundland and Labrador,31,St. John's,CA-NL,Fishing Boat,2024
2024-09-22,47.56151,-52.712577,Canada,Newfoundland and Labrador,28,St. John's,CA-NL,Fishing Boat,2024
2024-09-29,47.56151,-52.712577,Canada,Newfoundland and Labrador,23,St. John's,CA-NL,Fishing Boat,2024
2024-10-06,47.56151,-52.712577,Canada,Newfoundland and Labrador,21,St. John's,CA-NL,Fishing Boat,2024
2024-10-13,47.56151,-52.712577,Canada,Newfoundland and Labrador,22,St. John's,CA-NL,Fishing Boat,2024
2024-10-20,47.56151,-52.712577,Canada,Newfoundland and Labrador,17,St. John's,CA-NL,Fishing Boat,2024
2024-10-27,47.56151,-52.712577,Canada,Newfoundland and Labrador,15,St. John's,CA-NL,Fishing Boat,2024
2024-11-03,47.56151,-52.712577,Canada,Newfoundland and Labrador,13,St. John's,CA-NL,Fishing Boat,2024
2024-11-10,47.56151,-52.712577,Canada,Newfoundland and Labrador,14,St. John's,CA-NL,Fishing Boat,2024
2024-11-17,47.56151,-52.712577,Canada,Newfoundland and Labrador,16,St. John's,CA-NL,Fishing Boat,2024
2024-11-24,47.56151,-52.712577,Canada,Newfoundland and Labrador,17,St. John's,CA-NL,Fishing Boat,2024
2024-12-01,47.56151,-52.712577,Canada,Newfoundland and Labrador,20,St. John's,CA-NL,Fishing Boat,2024
2024-12-08,47.56151,-52.712577,Canada,Newfoundland and Labrador,17,St. John's,CA-NL,Fishing Boat,2024
2024-12-15,47.56151,-52.712577,Canada,Newfoundland and Labrador,16,St. John's,CA-NL,Fishing Boat,2024
2024-12-22,47.56151,-52.712577,Canada,Newfoundland and Labrador,15,St. John's,CA-NL,Fishing Boat,2024
2024-12-29,47.56151,-52.712577,Canada,Newfoundland and Labrador,20,St. John's,CA-NL,Fishing Boat,2024
2023-12-31,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-01-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-01-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-01-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-01-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-02-04,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-02-11,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-02-18,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-02-25,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-03-03,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-03-10,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-03-17,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-03-24,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-03-31,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-04-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-04-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-04-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-04-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-05-05,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-05-12,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-05-19,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-05-26,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-06-02,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-06-09,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-06-16,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-06-23,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-06-30,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-07-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-07-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-07-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-07-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-08-04,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-08-11,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-08-18,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-08-25,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-09-01,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-09-08,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-09-15,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-09-22,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-09-29,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-10-06,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-10-13,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-10-20,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-10-27,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-11-03,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-11-10,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-11-17,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-11-24,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-12-01,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-12-08,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-12-15,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-12-22,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2024-12-29,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing Conditions,2024
2023-12-31,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing License,2024
2024-01-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-01-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-01-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing License,2024
2024-01-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-02-04,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-02-11,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-02-18,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing License,2024
2024-02-25,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-03-03,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-03-10,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing License,2024
2024-03-17,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing License,2024
2024-03-24,47.56151,-52.712577,Canada,Newfoundland and Labrador,4,St. John's,CA-NL,Fishing License,2024
2024-03-31,47.56151,-52.712577,Canada,Newfoundland and Labrador,6,St. John's,CA-NL,Fishing License,2024
2024-04-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,5,St. John's,CA-NL,Fishing License,2024
2024-04-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,6,St. John's,CA-NL,Fishing License,2024
2024-04-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,5,St. John's,CA-NL,Fishing License,2024
2024-04-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,7,St. John's,CA-NL,Fishing License,2024
2024-05-05,47.56151,-52.712577,Canada,Newfoundland and Labrador,8,St. John's,CA-NL,Fishing License,2024
2024-05-12,47.56151,-52.712577,Canada,Newfoundland and Labrador,12,St. John's,CA-NL,Fishing License,2024
2024-05-19,47.56151,-52.712577,Canada,Newfoundland and Labrador,11,St. John's,CA-NL,Fishing License,2024
2024-05-26,47.56151,-52.712577,Canada,Newfoundland and Labrador,9,St. John's,CA-NL,Fishing License,2024
2024-06-02,47.56151,-52.712577,Canada,Newfoundland and Labrador,8,St. John's,CA-NL,Fishing License,2024
2024-06-09,47.56151,-52.712577,Canada,Newfoundland and Labrador,10,St. John's,CA-NL,Fishing License,2024
2024-06-16,47.56151,-52.712577,Canada,Newfoundland and Labrador,11,St. John's,CA-NL,Fishing License,2024
2024-06-23,47.56151,-52.712577,Canada,Newfoundland and Labrador,12,St. John's,CA-NL,Fishing License,2024
2024-06-30,47.56151,-52.712577,Canada,Newfoundland and Labrador,12,St. John's,CA-NL,Fishing License,2024
2024-07-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,11,St. John's,CA-NL,Fishing License,2024
2024-07-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,11,St. John's,CA-NL,Fishing License,2024
2024-07-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,11,St. John's,CA-NL,Fishing License,2024
2024-07-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,12,St. John's,CA-NL,Fishing License,2024
2024-08-04,47.56151,-52.712577,Canada,Newfoundland and Labrador,11,St. John's,CA-NL,Fishing License,2024
2024-08-11,47.56151,-52.712577,Canada,Newfoundland and Labrador,9,St. John's,CA-NL,Fishing License,2024
2024-08-18,47.56151,-52.712577,Canada,Newfoundland and Labrador,8,St. John's,CA-NL,Fishing License,2024
2024-08-25,47.56151,-52.712577,Canada,Newfoundland and Labrador,7,St. John's,CA-NL,Fishing License,2024
2024-09-01,47.56151,-52.712577,Canada,Newfoundland and Labrador,6,St. John's,CA-NL,Fishing License,2024
2024-09-08,47.56151,-52.712577,Canada,Newfoundland and Labrador,4,St. John's,CA-NL,Fishing License,2024
2024-09-15,47.56151,-52.712577,Canada,Newfoundland and Labrador,4,St. John's,CA-NL,Fishing License,2024
2024-09-22,47.56151,-52.712577,Canada,Newfoundland and Labrador,4,St. John's,CA-NL,Fishing License,2024
2024-09-29,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing License,2024
2024-10-06,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing License,2024
2024-10-13,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-10-20,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2024-10-27,47.56151,-52.712577,Canada,Newfoundland and Labrador,1,St. John's,CA-NL,Fishing License,2024
2024-11-03,47.56151,-52.712577,Canada,Newfoundland and Labrador,1,St. John's,CA-NL,Fishing License,2024
2024-11-10,47.56151,-52.712577,Canada,Newfoundland and Labrador,1,St. John's,CA-NL,Fishing License,2024
2024-11-17,47.56151,-52.712577,Canada,Newfoundland and Labrador,1,St. John's,CA-NL,Fishing License,2024
2024-11-24,47.56151,-52.712577,Canada,Newfoundland and Labrador,1,St. John's,CA-NL,Fishing License,2024
2024-12-01,47.56151,-52.712577,Canada,Newfoundland and Labrador,1,St. John's,CA-NL,Fishing License,2024
2024-12-08,47.56151,-52.712577,Canada,Newfoundland and Labrador,1,St. John's,CA-NL,Fishing License,2024
2024-12-15,47.56151,-52.712577,Canada,Newfoundland and Labrador,1,St. John's,CA-NL,Fishing License,2024
2024-12-22,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing License,2024
2024-12-29,47.56151,-52.712577,Canada,Newfoundland and Labrador,2,St. John's,CA-NL,Fishing License,2024
2023-12-31,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-01-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-01-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-01-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-01-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-02-04,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-02-11,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-02-18,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-02-25,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-03-03,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-03-10,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-03-17,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-03-24,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-03-31,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-04-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-04-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing nets,2024
2024-04-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing nets,2024
2024-04-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing nets,2024
2024-05-05,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing nets,2024
2024-05-12,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-05-19,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-05-26,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-06-02,47.56151,-52.712577,Canada,Newfoundland and Labrador,4,St. John's,CA-NL,Fishing nets,2024
2024-06-09,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-06-16,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-06-23,47.56151,-52.712577,Canada,Newfoundland and Labrador,4,St. John's,CA-NL,Fishing nets,2024
2024-06-30,47.56151,-52.712577,Canada,Newfoundland and Labrador,4,St. John's,CA-NL,Fishing nets,2024
2024-07-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-07-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,3,St. John's,CA-NL,Fishing nets,2024
2024-07-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-07-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-08-04,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-08-11,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-08-18,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-08-25,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-09-01,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-09-08,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-09-15,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-09-22,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-09-29,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-10-06,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-10-13,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-10-20,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-10-27,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-11-03,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-11-10,47.56151,-52.712577,Canada,Newfoundland and Labrador,4,St. John's,CA-NL,Fishing nets,2024
2024-11-17,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-11-24,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-12-01,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-12-08,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-12-15,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-12-22,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2024-12-29,47.56151,-52.712577,Canada,Newfoundland and Labrador,0,St. John's,CA-NL,Fishing nets,2024
2023-12-31,47.56151,-52.712577,Canada,Newfoundland and Labrador,52,St. John's,CA-NL,Fishing Rod,2024
2024-01-07,47.56151,-52.712577,Canada,Newfoundland and Labrador,43,St. John's,CA-NL,Fishing Rod,2024
2024-01-14,47.56151,-52.712577,Canada,Newfoundland and Labrador,36,St. John's,CA-NL,Fishing Rod,2024
2024-01-21,47.56151,-52.712577,Canada,Newfoundland and Labrador,40,St. John's,CA-NL,Fishing Rod,2024
2024-01-28,47.56151,-52.712577,Canada,Newfoundland and Labrador,39,St. John's,CA-NL,Fishing Rod,2024
2024-02-04,47.56151,-52.712577,Canada,Newfoundland and Labrador,44,St. John's,CA-NL,Fishing Rod,2024
2024-02-11,47.56151,-52.712577,Canada,Newfoundland and Labrador,41,St. John's,CA-NL,Fishing Rod,2024
2024-02-18,47.56151,-52.712577,Canada,Newfoundland and Labrador,47,St. John's,CA-NL,Fishing Rod,2024
2024-02-25,47.56151,-52.712577,Canada,Newfoundland and Labrador,43,St. John's,CA-NL,Fishing Rod,2024
